,Unnamed: 0,회차,행정구역시도코드,읍면부동부코드,가구일련번호,가구원일련번호,대표가구원여부,평토일구분코드,성별코드,연령,연령코드,etc_daily,home_daily,work_daily,school_daily,home_weekend,bodyweight,dust_ingestion,inhalaion_rate
14652,14653,6차,울산,동,8550,3,일반가구원,평일,여자,33,30~39세,0,1440,0,0,1440,63.9,20,14.61
14653,14654,6차,울산,동,8551,1,대표가구원,평일,남자,49,40~49세,1440,0,0,0,1200,77.5,20,14.61
14654,14655,6차,울산,동,8552,1,대표가구원,평일,여자,53,50~59세,60,900,480,0,1110,50.7,20,14.61
14655,14656,6차,울산,동,8553,1,대표가구원,평일,남자,37,30~39세,60,1380,0,0,1120,85.8,20,14.61
14656,14657,6차,울산,동,8553,2,일반가구원,평일,여자,31,30~39세,50,1390,0,0,1440,72.2,20,14.61
14657,14658,6차,울산,동,8553,3,일반가구원,평일,남자,10,10~19세,100,980,0,360,1080,42.1,30,12.73
14658,14659,6차,울산,동,8556,1,대표가구원,평일,남자,30,30~39세,50,1390,0,0,1320,79.7,20,14.61
14659,14660,6차,울산,동,8556,2,일반가구원,평일,여자,29,20~29세,20,1300,120,0,1140,40.9,20,14.61
14660,14661,6차,울산,동,8557,1,대표가구원,평일,남자,64,60세 이상,380,1060,0,0,1340,87.8,20,14.61
14661,14662,6차,울산,동,8557,2,일반가구원,평일,여자,60,60세 이상,180,1260,0,0,1440,63.4,20,14.61
14662,14663,6차,울산,동,8559,1,대표가구원,평일,남자,74,60세 이상,40,1400,0,0,1180,91.1,20,14.61
14663,14664,6차,울산,동,8559,2,일반가구원,평일,여자,66,60세 이상,80,720,640,0,1280,53.6,20,14.61
14664,14665,6차,울산,읍면,8560,1,대표가구원,평일,남자,48,40~49세,60,880,500,0,1440,72.6,20,14.61
14665,14666,6차,울산,읍면,8560,2,일반가구원,평일,여자,44,40~49세,40,1000,400,0,1440,56.6,20,14.61
14666,14667,6차,울산,읍면,8560,3,일반가구원,평일,남자,18,10~19세,160,840,0,440,1320,80.3,20,12.73
14667,14668,6차,울산,읍면,8560,4,일반가구원,평일,남자,16,10~19세,160,840,0,440,1440,63.0,20,12.73
14668,14669,6차,울산,읍면,8561,1,대표가구원,평일,남자,43,40~49세,100,900,440,0,1300,83.8,20,14.61
14669,14670,6차,울산,읍면,8561,2,일반가구원,평일,여자,39,30~39세,300,1140,0,0,1200,64.3,20,14.61
14670,14671,6차,울산,읍면,8561,3,일반가구원,평일,남자,11,10~19세,40,1020,0,380,1440,34.1,30,12.73
14671,14672,6차,울산,읍면,8563,1,대표가구원,평일,남자,48,40~49세,100,840,500,0,840,76.8,20,14.61
14672,14673,6차,울산,읍면,8563,2,일반가구원,평일,여자,46,40~49세,0,1440,0,0,1440,59.7,20,14.61
14673,14674,6차,울산,읍면,8564,1,대표가구원,평일,남자,73,60세 이상,380,1060,0,0,1290,74.8,20,14.61
14674,14675,6차,울산,읍면,8564,2,일반가구원,평일,여자,68,60세 이상,400,1040,0,0,720,56.0,20,14.61
14675,14676,6차,울산,읍면,8565,1,대표가구원,평일,남자,43,40~49세,80,840,520,0,960,69.1,20,14.61
14676,14677,6차,울산,읍면,8565,2,일반가구원,평일,여자,39,30~39세,20,1420,0,0,1410,57.6,20,14.61
14677,14678,6차,울산,읍면,8566,1,대표가구원,평일,남자,44,40~49세,120,820,500,0,1440,63.4,20,14.61
14678,14679,6차,울산,읍면,8566,2,일반가구원,평일,여자,43,40~49세,200,1240,0,0,1440,58.5,20,14.61
14679,14680,6차,울산,읍면,8566,3,일반가구원,평일,남자,10,10~19세,60,1020,0,360,1440,44.2,30,12.73
14680,14681,6차,울산,읍면,8567,1,대표가구원,평일,남자,44,40~49세,180,920,340,0,1440,69.3,20,14.61
14681,14682,6차,울산,읍면,8567,2,일반가구원,평일,여자,43,40~49세,350,1090,0,0,1440,53.7,20,14.61
14682,14683,6차,울산,읍면,8567,3,일반가구원,평일,남자,15,10~19세,80,1000,0,360,980,56.9,20,12.73
14683,14684,6차,울산,읍면,8567,4,일반가구원,평일,여자,11,10~19세,50,1040,0,350,1180,38.0,30,12.73
14684,14685,6차,울산,읍면,8568,1,대표가구원,평일,여자,47,40~49세,210,1230,0,0,1440,67.8,20,14.61
14685,14686,6차,울산,읍면,8568,2,일반가구원,평일,남자,46,40~49세,130,1130,180,0,1270,90.3,20,14.61
14686,14687,6차,울산,읍면,8569,1,대표가구원,평일,여자,45,40~49세,10,1430,0,0,1390,55.1,20,14.61
14687,14688,6차,울산,읍면,8569,3,일반가구원,평일,남자,20,20~29세,40,1160,240,0,1380,84.0,20,14.61
14688,14689,6차,울산,읍면,8571,1,대표가구원,평일,남자,52,50~59세,330,580,530,0,1320,89.2,20,14.61
14689,14690,6차,울산,읍면,8571,2,일반가구원,평일,여자,48,40~49세,80,920,440,0,1260,59.5,20,14.61
14690,14691,6차,울산,읍면,8572,1,대표가구원,평일,남자,51,50~59세,120,940,380,0,1180,71.8,20,14.61
14691,14692,6차,울산,읍면,8572,2,일반가구원,평일,여자,47,40~49세,0,1440,0,0,1440,58.1,20,14.61
14692,14693,6차,울산,읍면,8572,3,일반가구원,평일,여자,13,10~19세,70,980,0,390,1280,54.8,20,12.73
14693,14694,6차,울산,읍면,8573,1,대표가구원,평일,남자,63,60세 이상,200,1240,0,0,1380,75.2,20,14.61
14694,14695,6차,울산,읍면,8573,2,일반가구원,평일,여자,61,60세 이상,200,1240,0,0,1400,58.6,20,14.61
14695,14696,7차,울산,읍면,8575,1,대표가구원,평일,남자,49,40~49세,100,1220,120,0,1440,84.7,20,14.61
14696,14697,7차,울산,읍면,8575,2,일반가구원,평일,여자,44,40~49세,300,1140,0,0,1080,49.7,20,14.61
14697,14698,7차,울산,읍면,8575,3,일반가구원,평일,여자,20,20~29세,340,1100,0,0,1240,58.8,20,14.61
14698,14699,7차,울산,읍면,8575,4,일반가구원,평일,여자,14,10~19세,40,960,0,440,900,51.2,20,12.73
14699,14700,7차,울산,읍면,8576,1,대표가구원,평일,여자,41,40~49세,40,960,440,0,1440,41.2,20,14.61
14700,14701,7차,울산,읍면,8576,2,일반가구원,평일,남자,41,40~49세,80,940,420,0,1440,67.1,20,14.61
14701,14702,7차,울산,읍면,8577,1,대표가구원,평일,남자,44,40~49세,80,1100,260,0,1440,51.7,20,14.61
14702,14703,7차,울산,읍면,8577,2,일반가구원,평일,여자,39,30~39세,80,1100,260,0,1300,76.1,20,14.61
14703,14704,7차,울산,읍면,8577,3,일반가구원,평일,남자,11,10~19세,50,1030,0,360,1200,53.4,30,12.73
14704,14705,7차,울산,읍면,8579,1,대표가구원,평일,남자,36,30~39세,40,1000,400,0,1320,94.0,20,14.61
14705,14706,7차,울산,읍면,8579,2,일반가구원,평일,여자,37,30~39세,60,1000,380,0,1440,65.7,20,14.61
14706,14707,7차,울산,읍면,8580,1,대표가구원,평일,남자,35,30~39세,340,1100,0,0,1440,76.3,20,14.61
14707,14708,7차,울산,읍면,8580,2,일반가구원,평일,여자,36,30~39세,240,1200,0,0,1440,63.1,20,14.61
14708,14709,7차,울산,읍면,8582,1,대표가구원,평일,남자,53,50~59세,450,820,170,0,1270,81.4,20,14.61
14709,14710,7차,울산,읍면,8582,2,일반가구원,평일,여자,48,40~49세,400,1040,0,0,1100,62.9,20,14.61
14710,14711,7차,울산,읍면,8582,3,일반가구원,평일,여자,24,20~29세,0,1440,0,0,1360,52.8,20,14.61
14711,14712,7차,울산,읍면,8582,4,일반가구원,평일,남자,22,20~29세,60,840,540,0,1260,69.8,20,14.61
14712,14713,7차,울산,읍면,8582,5,일반가구원,평일,남자,80,60세 이상,0,1440,0,0,1440,72.8,20,14.61
14713,14714,7차,울산,읍면,8583,1,대표가구원,평일,남자,61,60세 이상,240,1200,0,0,1440,72.7,20,14.61
14714,14715,7차,울산,읍면,8583,2,일반가구원,평일,여자,58,50~59세,80,1000,360,0,720,46.7,20,14.61
14715,14716,7차,울산,읍면,8584,1,대표가구원,평일,남자,45,40~49세,40,1040,360,0,1360,90.9,20,14.61
14716,14717,7차,울산,읍면,8584,2,일반가구원,평일,여자,40,40~49세,80,1360,0,0,1200,60.9,20,14.61
14717,14718,7차,울산,읍면,8584,3,일반가구원,평일,남자,16,10~19세,40,1000,0,400,1130,63.8,20,12.73
14718,14719,7차,울산,읍면,8584,4,일반가구원,평일,여자,11,10~19세,40,1040,0,360,1440,47.8,30,12.73
14719,14720,7차,울산,읍면,8585,1,대표가구원,평일,남자,40,40~49세,200,1000,240,0,540,71.4,20,14.61
14720,14721,7차,울산,읍면,8585,2,일반가구원,평일,여자,40,40~49세,20,760,660,0,960,76.7,20,14.61
14721,14722,7차,울산,읍면,8585,3,일반가구원,평일,여자,10,10~19세,40,990,0,410,1180,35.7,30,12.73
14722,14723,7차,울산,읍면,8587,1,대표가구원,평일,남자,47,40~49세,60,900,480,0,1200,78.5,20,14.61
14723,14724,7차,울산,읍면,8587,2,일반가구원,평일,남자,16,10~19세,60,900,0,480,1240,51.9,20,12.73
14724,14725,7차,울산,읍면,8587,3,일반가구원,평일,여자,71,60세 이상,0,1440,0,0,1420,75.1,20,14.61
14725,14726,7차,울산,읍면,8588,1,대표가구원,평일,남자,45,40~49세,120,1320,0,0,1180,67.7,20,14.61
14726,14727,7차,울산,읍면,8588,2,일반가구원,평일,여자,40,40~49세,0,1440,0,0,1440,53.2,20,14.61
14727,14728,7차,울산,읍면,8588,3,일반가구원,평일,여자,11,10~19세,50,1000,0,390,1380,48.3,30,12.73
14728,14729,7차,울산,읍면,8589,1,대표가구원,평일,여자,37,30~39세,120,1230,90,0,1080,46.6,20,14.61
14729,14730,7차,울산,읍면,8589,2,일반가구원,평일,남자,37,30~39세,160,840,440,0,1440,57.2,20,14.61
14730,14731,5차,울산,읍면,8590,1,대표가구원,평일,남자,66,60세 이상,80,660,700,0,1100,70.9,20,14.61
14731,14732,5차,울산,읍면,8590,2,일반가구원,평일,여자,60,60세 이상,0,1440,0,0,440,57.8,20,14.61
14732,14733,5차,울산,읍면,8591,1,대표가구원,평일,여자,50,50~59세,60,1380,0,0,1060,58.7,20,14.61
14733,14734,5차,울산,읍면,8591,2,일반가구원,평일,남자,48,40~49세,60,780,600,0,1180,78.6,20,14.61
14734,14735,5차,울산,읍면,8591,3,일반가구원,평일,여자,15,10~19세,0,1440,0,0,800,50.4,20,12.73
14735,14736,5차,울산,읍면,8592,1,대표가구원,평일,여자,48,40~49세,440,1000,0,0,1400,54.6,20,14.61
14736,14737,5차,울산,읍면,8592,2,일반가구원,평일,남자,49,40~49세,360,1080,0,0,1400,104.1,20,14.61
14737,14738,5차,울산,읍면,8592,3,일반가구원,평일,여자,18,10~19세,240,1020,0,180,1310,54.6,20,12.73
14738,14739,5차,울산,읍면,8592,4,일반가구원,평일,여자,15,10~19세,120,1320,0,0,1050,92.4,20,12.73
14739,14740,5차,울산,읍면,8593,1,대표가구원,평일,남자,45,40~49세,190,720,530,0,1320,66.4,20,14.61
14740,14741,5차,울산,읍면,8593,2,일반가구원,평일,여자,43,40~49세,40,1150,250,0,1400,52.1,20,14.61
14741,14742,5차,울산,읍면,8594,1,대표가구원,평일,남자,49,40~49세,70,860,510,0,1370,75.5,20,14.61
14742,14743,5차,울산,읍면,8594,2,일반가구원,평일,여자,48,40~49세,90,970,380,0,1440,60.3,20,14.61
14743,14744,5차,울산,읍면,8594,4,일반가구원,평일,남자,14,10~19세,200,1240,0,0,1080,52.9,20,12.73
14744,14745,5차,울산,읍면,8595,1,대표가구원,평일,남자,54,50~59세,50,790,600,0,1440,58.4,20,14.61
14745,14746,5차,울산,읍면,8595,3,일반가구원,평일,남자,22,20~29세,150,1290,0,0,1380,54.6,20,14.61
14746,14747,5차,울산,읍면,8595,4,일반가구원,평일,여자,19,10~19세,0,1440,0,0,1120,51.1,20,14.61
14747,14748,5차,울산,읍면,8596,1,대표가구원,평일,남자,51,50~59세,80,900,460,0,1170,68.2,20,14.61
14748,14749,5차,울산,읍면,8596,2,일반가구원,평일,여자,44,40~49세,0,1440,0,0,1440,57.2,20,14.61
14749,14750,5차,울산,읍면,8596,3,일반가구원,평일,여자,17,10~19세,0,1440,0,0,840,66.8,20,12.73
14750,14751,5차,울산,읍면,8596,4,일반가구원,평일,여자,13,10~19세,60,980,0,400,1340,50.1,20,12.73
14751,14752,5차,울산,읍면,8597,1,대표가구원,평일,남자,49,40~49세,100,940,400,0,920,70.2,20,14.61
14752,14753,5차,울산,읍면,8597,2,일반가구원,평일,여자,44,40~49세,40,940,460,0,880,46.3,20,14.61
14753,14754,5차,울산,읍면,8597,3,일반가구원,평일,남자,13,10~19세,80,940,0,420,840,73.2,20,12.73
14754,14755,5차,울산,읍면,8597,4,일반가구원,평일,남자,12,10~19세,60,960,0,420,660,34.8,20,12.73
14755,14756,5차,울산,읍면,8598,1,대표가구원,평일,여자,55,50~59세,70,930,440,0,1440,56.0,20,14.61
14756,14757,5차,울산,읍면,8598,2,일반가구원,평일,남자,19,10~19세,180,820,440,0,880,78.9,20,14.61
14757,14758,5차,울산,읍면,8599,1,대표가구원,평일,남자,48,40~49세,150,690,600,0,1440,86.0,20,14.61
14758,14759,5차,울산,읍면,8599,2,일반가구원,평일,여자,45,40~49세,0,1440,0,0,1020,80.9,20,14.61
14759,14760,5차,울산,읍면,8599,3,일반가구원,평일,여자,17,10~19세,40,990,0,410,1440,50.0,20,12.73
14760,14761,5차,울산,읍면,8599,4,일반가구원,평일,여자,16,10~19세,50,960,0,430,1140,53.1,20,12.73
14761,14762,5차,울산,읍면,8599,5,일반가구원,평일,남자,14,10~19세,0,1440,0,0,440,70.1,20,12.73
14762,14763,5차,울산,읍면,8599,6,일반가구원,평일,여자,11,10~19세,20,1420,0,0,1420,27.9,30,12.73
14763,14764,5차,울산,읍면,8600,1,대표가구원,평일,남자,46,40~49세,180,900,360,0,1230,65.2,20,14.61
14764,14765,5차,울산,읍면,8600,2,일반가구원,평일,여자,47,40~49세,370,600,470,0,1260,56.8,20,14.61
14765,14766,5차,울산,읍면,8600,3,일반가구원,평일,남자,20,20~29세,230,680,530,0,1440,56.4,20,14.61
14766,14767,5차,울산,읍면,8600,4,일반가구원,평일,여자,19,10~19세,0,1440,0,0,1080,69.6,20,14.61
14767,14768,5차,울산,읍면,8601,1,대표가구원,평일,남자,36,30~39세,60,900,480,0,700,76.1,20,14.61
14768,14769,5차,울산,읍면,8601,2,일반가구원,평일,여자,36,30~39세,240,1200,0,0,1220,67.4,20,14.61
14769,14770,6차,울산,읍면,8605,1,대표가구원,평일,여자,50,50~59세,60,1380,0,0,1440,57.4,20,14.61
14770,14771,6차,울산,읍면,8606,1,대표가구원,평일,여자,80,60세 이상,0,1440,0,0,1220,51.1,20,14.61
14771,14772,6차,울산,읍면,8607,1,대표가구원,평일,남자,72,60세 이상,260,1180,0,0,1020,68.9,20,14.61
14772,14773,6차,울산,읍면,8609,1,대표가구원,평일,여자,44,40~49세,80,880,480,0,1220,53.8,20,14.61
14773,14774,6차,울산,읍면,8610,1,대표가구원,평일,남자,29,20~29세,650,750,40,0,1320,78.4,20,14.61
14774,14775,6차,울산,읍면,8611,1,대표가구원,평일,여자,63,60세 이상,200,1240,0,0,0,50.4,20,14.61
14775,14776,6차,울산,읍면,8612,1,대표가구원,평일,여자,49,40~49세,80,860,500,0,0,62.3,20,14.61
14776,14777,6차,울산,읍면,8612,2,일반가구원,평일,남자,25,20~29세,80,880,480,0,940,67.1,20,14.61
14777,14778,6차,울산,읍면,8613,1,대표가구원,평일,여자,60,60세 이상,110,910,420,0,1440,56.5,20,14.61
14778,14779,6차,울산,읍면,8614,1,대표가구원,평일,여자,45,40~49세,200,1240,0,0,1260,57.4,20,14.61
14779,14780,6차,울산,읍면,8614,2,일반가구원,평일,남자,44,40~49세,120,940,380,0,1360,67.9,20,14.61
14780,14781,6차,울산,읍면,8614,3,일반가구원,평일,여자,12,10~19세,20,1020,0,400,670,46.6,20,12.73
14781,14782,6차,울산,읍면,8615,1,대표가구원,평일,남자,32,30~39세,60,900,480,0,1260,68.2,20,14.61
14782,14783,6차,울산,읍면,8615,2,일반가구원,평일,여자,28,20~29세,120,810,510,0,1180,77.8,20,14.61
14783,14784,6차,울산,읍면,8617,1,대표가구원,평일,남자,31,30~39세,70,610,760,0,670,79.4,20,14.61
14784,14785,6차,울산,읍면,8617,2,일반가구원,평일,여자,33,30~39세,80,1360,0,0,1440,60.0,20,14.61
14785,14786,6차,울산,읍면,8618,1,대표가구원,평일,여자,58,50~59세,80,940,420,0,1440,61.3,20,14.61
14786,14787,5차,울산,읍면,8620,1,대표가구원,평일,남자,78,60세 이상,480,960,0,0,1140,62.3,20,14.61
14787,14788,5차,울산,읍면,8620,2,일반가구원,평일,여자,74,60세 이상,480,960,0,0,1380,57.5,20,14.61
14788,14789,5차,울산,읍면,8621,1,대표가구원,평일,남자,57,50~59세,30,1170,240,0,1440,81.4,20,14.61
14789,14790,5차,울산,읍면,8621,2,일반가구원,평일,여자,49,40~49세,0,1440,0,0,1350,82.4,20,14.61
14790,14791,5차,울산,읍면,8621,3,일반가구원,평일,여자,24,20~29세,0,1440,0,0,1060,52.6,20,14.61
14791,14792,5차,울산,읍면,8622,1,대표가구원,평일,남자,22,20~29세,80,1000,360,0,860,65.5,20,14.61
14792,14793,5차,울산,읍면,8623,1,대표가구원,평일,여자,62,60세 이상,360,1080,0,0,1440,64.7,20,14.61
14793,14794,5차,울산,읍면,8623,2,일반가구원,평일,남자,68,60세 이상,80,1060,300,0,900,70.0,20,14.61
14794,14795,5차,울산,읍면,8623,3,일반가구원,평일,남자,24,20~29세,110,970,360,0,1080,53.6,20,14.61
14795,14796,5차,울산,읍면,8623,4,일반가구원,평일,남자,15,10~19세,0,1440,0,0,1300,62.6,20,12.73
14796,14797,5차,울산,읍면,8624,1,대표가구원,평일,여자,45,40~49세,120,1320,0,0,1190,43.5,20,14.61
14797,14798,5차,울산,읍면,8624,2,일반가구원,평일,남자,49,40~49세,320,760,360,0,1440,85.1,20,14.61
14798,14799,5차,울산,읍면,8624,3,일반가구원,평일,여자,20,20~29세,0,1440,0,0,1190,62.8,20,14.61
14799,14800,5차,울산,읍면,8624,4,일반가구원,평일,여자,14,10~19세,60,940,0,440,900,49.3,20,12.73
14800,14801,5차,울산,읍면,8625,1,대표가구원,평일,남자,66,60세 이상,220,620,600,0,1440,76.0,20,14.61
14801,14802,5차,울산,읍면,8625,2,일반가구원,평일,여자,60,60세 이상,40,620,780,0,600,53.4,20,14.61
14802,14803,5차,울산,읍면,8625,3,일반가구원,평일,여자,80,60세 이상,820,620,0,0,1440,52.6,20,14.61
14803,14804,5차,울산,읍면,8626,1,대표가구원,평일,여자,78,60세 이상,220,1220,0,0,1440,53.4,20,14.61
14804,14805,5차,울산,읍면,8627,1,대표가구원,평일,여자,54,50~59세,0,1440,0,0,620,57.8,20,14.61
14805,14806,5차,울산,읍면,8627,2,일반가구원,평일,남자,54,50~59세,100,880,460,0,1160,76.8,20,14.61
14806,14807,5차,울산,읍면,8628,1,대표가구원,평일,남자,73,60세 이상,240,900,300,0,1160,75.9,20,14.61
14807,14808,5차,울산,읍면,8629,1,대표가구원,평일,여자,59,50~59세,60,1080,300,0,1320,48.3,20,14.61
14808,14809,5차,울산,읍면,8629,2,일반가구원,평일,남자,55,50~59세,60,780,600,0,1240,71.8,20,14.61
14809,14810,5차,울산,읍면,8630,1,대표가구원,평일,남자,61,60세 이상,60,1260,120,0,1160,67.7,20,14.61
14810,14811,5차,울산,읍면,8630,2,일반가구원,평일,여자,60,60세 이상,60,1260,120,0,1440,49.4,20,14.61
14811,14812,5차,울산,읍면,8631,1,대표가구원,평일,여자,61,60세 이상,120,1320,0,0,1320,61.0,20,14.61
14812,14813,5차,울산,읍면,8631,2,일반가구원,평일,남자,65,60세 이상,220,1220,0,0,1300,63.3,20,14.61
14813,14814,7차,경남,읍면,8635,1,대표가구원,평일,여자,35,30~39세,100,980,360,0,820,54.8,20,14.61
14814,14815,7차,경남,읍면,8636,1,대표가구원,평일,남자,39,30~39세,180,880,380,0,1440,74.4,20,14.61
14815,14816,7차,경남,읍면,8636,2,일반가구원,평일,여자,37,30~39세,60,1380,0,0,950,53.1,20,14.61
14816,14817,7차,경남,읍면,8637,1,대표가구원,평일,여자,49,40~49세,360,1080,0,0,960,51.5,20,14.61
14817,14818,7차,경남,읍면,8637,2,일반가구원,평일,남자,51,50~59세,140,700,600,0,1310,63.6,20,14.61
14818,14819,7차,경남,읍면,8637,3,일반가구원,평일,여자,25,20~29세,480,960,0,0,1120,45.0,20,14.61
14819,14820,7차,경남,읍면,8637,4,일반가구원,평일,여자,23,20~29세,140,880,420,0,0,52.4,20,14.61
14820,14821,7차,경남,읍면,8638,1,대표가구원,평일,남자,41,40~49세,200,860,380,0,1320,81.7,20,14.61
14821,14822,7차,경남,읍면,8638,2,일반가구원,평일,여자,39,30~39세,60,1020,360,0,920,57.9,20,14.61
14822,14823,7차,경남,읍면,8638,3,일반가구원,평일,여자,11,10~19세,60,1020,0,360,1220,43.2,30,12.73
14823,14824,7차,경남,읍면,8639,1,대표가구원,평일,남자,37,30~39세,20,1420,0,0,970,68.0,20,14.61
14824,14825,7차,경남,읍면,8639,2,일반가구원,평일,여자,37,30~39세,20,1420,0,0,1350,67.1,20,14.61
14825,14826,7차,경남,읍면,8640,1,대표가구원,평일,남자,37,30~39세,80,940,420,0,1200,73.1,20,14.61
14826,14827,7차,경남,읍면,8640,2,일반가구원,평일,여자,38,30~39세,20,1020,400,0,1430,57.9,20,14.61
14827,14828,7차,경남,읍면,8641,1,대표가구원,평일,남자,38,30~39세,20,1040,380,0,1440,84.8,20,14.61
14828,14829,7차,경남,읍면,8641,2,일반가구원,평일,여자,37,30~39세,40,1400,0,0,1440,59.2,20,14.61
14829,14830,7차,경남,읍면,8642,1,대표가구원,평일,남자,35,30~39세,90,860,490,0,1440,68.6,20,14.61
14830,14831,7차,경남,읍면,8642,2,일반가구원,평일,여자,32,30~39세,20,1420,0,0,1440,50.7,20,14.61
14831,14832,7차,경남,읍면,8643,1,대표가구원,평일,여자,39,30~39세,0,1440,0,0,1440,62.7,20,14.61
14832,14833,7차,경남,읍면,8643,2,일반가구원,평일,남자,41,40~49세,120,770,550,0,310,74.7,20,14.61
14833,14834,7차,경남,읍면,8644,1,대표가구원,평일,남자,54,50~59세,50,1190,200,0,1440,73.0,20,14.61
14834,14835,7차,경남,읍면,8644,2,일반가구원,평일,여자,51,50~59세,360,1020,60,0,1090,59.4,20,14.61
14835,14836,7차,경남,읍면,8646,1,대표가구원,평일,남자,38,30~39세,100,720,620,0,1440,60.9,20,14.61
14836,14837,7차,경남,읍면,8646,2,일반가구원,평일,남자,65,60세 이상,120,1050,270,0,1300,50.9,20,14.61
14837,14838,7차,경남,읍면,8646,3,일반가구원,평일,여자,66,60세 이상,120,1320,0,0,1310,61.3,20,14.61
14838,14839,7차,경남,읍면,8647,1,대표가구원,평일,남자,63,60세 이상,0,1440,0,0,1100,72.8,20,14.61
14839,14840,7차,경남,읍면,8647,2,일반가구원,평일,여자,53,50~59세,200,1110,130,0,1270,46.1,20,14.61
14840,14841,7차,경남,읍면,8647,3,일반가구원,평일,여자,24,20~29세,30,1320,90,0,760,57.3,20,14.61
14841,14842,7차,경남,읍면,8651,1,대표가구원,평일,남자,67,60세 이상,180,750,510,0,1400,69.5,20,14.61
14842,14843,7차,경남,읍면,8651,2,일반가구원,평일,여자,58,50~59세,0,1440,0,0,1250,51.4,20,14.61
14843,14844,7차,경남,읍면,8653,1,대표가구원,평일,여자,71,60세 이상,70,1370,0,0,1360,68.7,20,14.61
14844,14845,7차,경남,읍면,8653,2,일반가구원,평일,남자,77,60세 이상,30,1410,0,0,1080,87.4,20,14.61
14845,14846,7차,경남,읍면,8654,1,대표가구원,평일,여자,65,60세 이상,100,770,570,0,1320,62.4,20,14.61
14846,14847,7차,경남,읍면,8654,2,일반가구원,평일,남자,69,60세 이상,330,1110,0,0,1440,68.3,20,14.61
14847,14848,7차,경남,읍면,8655,1,대표가구원,평일,여자,79,60세 이상,150,1290,0,0,1440,48.9,20,14.61
14848,14849,7차,경남,읍면,8656,1,대표가구원,평일,여자,80,60세 이상,120,1320,0,0,1440,51.8,20,14.61
14849,14850,7차,경남,읍면,8657,1,대표가구원,평일,남자,78,60세 이상,300,1140,0,0,1120,63.7,20,14.61
14850,14851,7차,경남,읍면,8657,2,일반가구원,평일,여자,73,60세 이상,100,1340,0,0,1120,61.9,20,14.61
14851,14852,7차,경남,읍면,8658,1,대표가구원,평일,여자,57,50~59세,160,1160,120,0,1440,59.8,20,14.61
14852,14853,7차,경남,읍면,8658,2,일반가구원,평일,남자,55,50~59세,360,1080,0,0,950,70.5,20,14.61
14853,14854,7차,경남,읍면,8658,3,일반가구원,평일,남자,36,30~39세,60,820,560,0,1160,70.7,20,14.61
14854,14855,7차,경남,읍면,8659,1,대표가구원,평일,여자,54,50~59세,40,940,460,0,1440,48.8,20,14.61
14855,14856,7차,경남,읍면,8659,2,일반가구원,평일,남자,56,50~59세,340,940,160,0,1440,66.1,20,14.61
14856,14857,7차,경남,읍면,8660,1,대표가구원,평일,여자,77,60세 이상,30,1410,0,0,1320,59.5,20,14.61
14857,14858,7차,경남,읍면,8661,1,대표가구원,평일,남자,77,60세 이상,380,1060,0,0,1440,68.5,20,14.61
14858,14859,7차,경남,읍면,8661,2,일반가구원,평일,여자,68,60세 이상,380,1060,0,0,1080,51.4,20,14.61
14859,14860,7차,경남,읍면,8662,1,대표가구원,평일,남자,67,60세 이상,640,800,0,0,1180,49.2,20,14.61
14860,14861,7차,경남,읍면,8662,2,일반가구원,평일,여자,62,60세 이상,460,980,0,0,1100,54.0,20,14.61
14861,14862,7차,경남,읍면,8662,3,일반가구원,평일,남자,32,30~39세,280,1160,0,0,1440,64.8,20,14.61
14862,14863,7차,경남,읍면,8663,1,대표가구원,평일,여자,58,50~59세,240,1200,0,0,890,57.1,20,14.61
14863,14864,7차,경남,읍면,8663,2,일반가구원,평일,남자,65,60세 이상,410,870,160,0,1420,68.6,20,14.61
14864,14865,5차,경남,동,8665,1,대표가구원,평일,여자,32,30~39세,60,1140,240,0,1440,56.2,20,14.61
14865,14866,5차,경남,동,8665,2,일반가구원,평일,남자,26,20~29세,440,900,100,0,1280,54.7,20,14.61
14866,14867,5차,경남,동,8665,3,일반가구원,평일,남자,12,10~19세,60,980,0,400,1260,42.2,20,12.73
14867,14868,5차,경남,동,8666,1,대표가구원,평일,남자,35,30~39세,200,820,420,0,1440,79.8,20,14.61
14868,14869,5차,경남,동,8666,2,일반가구원,평일,여자,58,50~59세,0,1440,0,0,1270,67.7,20,14.61
14869,14870,5차,경남,동,8667,1,대표가구원,평일,남자,74,60세 이상,500,940,0,0,1020,63.4,20,14.61
14870,14871,5차,경남,동,8667,2,일반가구원,평일,여자,70,60세 이상,340,1100,0,0,1440,60.5,20,14.61
14871,14872,5차,경남,동,8668,1,대표가구원,평일,남자,59,50~59세,140,1300,0,0,1340,64.7,20,14.61
14872,14873,5차,경남,동,8668,2,일반가구원,평일,여자,60,60세 이상,380,1060,0,0,710,66.7,20,14.61
14873,14874,5차,경남,동,8668,3,일반가구원,평일,여자,41,40~49세,400,1040,0,0,1280,72.2,20,14.61
14874,14875,5차,경남,동,8669,1,대표가구원,평일,여자,59,50~59세,300,1140,0,0,1060,52.1,20,14.61
14875,14876,5차,경남,동,8670,1,대표가구원,평일,여자,55,50~59세,240,1200,0,0,1240,51.4,20,14.61
14876,14877,5차,경남,동,8671,1,대표가구원,평일,여자,40,40~49세,190,1230,20,0,1300,51.4,20,14.61
